
===========================================================================
HoloNet TEST INFERENCE
===========================================================================
Device:              cuda
Model:               best_model_fft_final.pth
Patch size:          256
Patches/image:      64

Training Z normalization:
  Z mean = 30.59822877
  Z std  = 21.75293980

Number of test images: 5653
Model loaded successfully.

Image | Z_GT | Z_pred | Abs Error | Time(s)
67221.tiff | 13.841 | 12.903 | 0.937 | 0.0330
68775.tiff | 1.946 | 3.782 | 1.836 | 0.0330
76277.tiff | 37.711 | 35.467 | 2.244 | 0.0330
73770.tiff | 6.704 | 5.384 | 1.320 | 0.0330
66756.tiff | 14.209 | 13.372 | 0.837 | 0.0330
72040.tiff | 32.572 | 36.445 | 3.873 | 0.0330
73271.tiff | 34.654 | 36.861 | 2.207 | 0.0330
69328.tiff | 12.478 | 12.374 | 0.104 | 0.0330
65111.tiff | 6.404 | 8.816 | 2.412 | 0.0330
71998.tiff | 29.375 | 33.004 | 3.629 | 0.0330
73391.tiff | 22.887 | 22.336 | 0.551 | 0.0330
67918.tiff | 38.821 | 44.894 | 6.073 | 0.0330
66516.tiff | 34.403 | 35.059 | 0.656 | 0.0330
75687.tiff | 3.784 | 8.461 | 4.677 | 0.0330
75423.tiff | 24.461 | 27.557 | 3.096 | 0.0330
75245.tiff | 38.672 | 42.042 | 3.371 | 0.0330
75293.tiff | 34.896 | 39.229 | 4.333 | 0.0330
67264.tiff | 10.560 | 9.799 | 0.760 | 0.0330
72146.tiff | 36.941 | 40.460 | 3.520 | 0.0330
71126.tiff | 35.990 | 37.359 | 1.368 | 0.0330
74604.tiff | 6.227 | 11.269 | 5.041 | 0.0330
74938.tiff | 33.861 | 41.045 | 7.184 | 0.0330
65894.tiff | 46.915 | 48.815 | 1.901 | 0.0330
66491.tiff | 36.463 | 37.834 | 1.371 | 0.0330
66851.tiff | 5.497 | 7.029 | 1.532 | 0.0330
65325.tiff | 4.682 | 5.982 | 1.301 | 0.0330
66216.tiff | 58.391 | 58.693 | 0.301 | 0.0330
67934.tiff | 40.067 | 45.887 | 5.819 | 0.0330
69690.tiff | 14.629 | 14.422 | 0.207 | 0.0330
73372.tiff | 24.438 | 23.762 | 0.675 | 0.0330
73050.tiff | 38.186 | 38.969 | 0.784 | 0.0330
74707.tiff | 14.740 | 19.614 | 4.874 | 0.0330
72883.tiff | 24.307 | 23.975 | 0.332 | 0.0330
75997.tiff | 20.169 | 14.082 | 6.087 | 0.0330
66130.tiff | 64.973 | 65.466 | 0.493 | 0.0330
71135.tiff | 35.871 | 37.195 | 1.325 | 0.0330
67919.tiff | 38.934 | 44.951 | 6.017 | 0.0330
68085.tiff | 51.588 | 57.022 | 5.433 | 0.0330
69589.tiff | 6.870 | 7.544 | 0.674 | 0.0330
69305.tiff | 14.232 | 13.941 | 0.292 | 0.0330
67796.tiff | 29.488 | 35.170 | 5.682 | 0.0330
70100.tiff | 46.124 | 46.634 | 0.510 | 0.0330
65799.tiff | 39.692 | 41.626 | 1.933 | 0.0330
65735.tiff | 34.909 | 35.553 | 0.643 | 0.0330
70418.tiff | 23.990 | 26.513 | 2.524 | 0.0330
67245.tiff | 12.044 | 11.316 | 0.728 | 0.0330
65179.tiff | 6.724 | 5.440 | 1.284 | 0.0330
72468.tiff | 10.053 | 11.397 | 1.344 | 0.0331
73583.tiff | 7.740 | 8.962 | 1.222 | 0.0331
66175.tiff | 61.824 | 62.342 | 0.519 | 0.0330
72488.tiff | 8.450 | 9.636 | 1.187 | 0.0330
66832.tiff | 7.841 | 7.172 | 0.669 | 0.0330
74150.tiff | 32.168 | 29.588 | 2.580 | 0.0330
70503.tiff | 17.275 | 18.721 | 1.446 | 0.0330
74089.tiff | 31.229 | 28.596 | 2.634 | 0.0330
66782.tiff | 12.028 | 11.191 | 0.837 | 0.0330
68202.tiff | 49.262 | 54.205 | 4.943 | 0.0330
65199.tiff | 5.209 | 4.292 | 0.917 | 0.0330
74831.tiff | 25.003 | 30.758 | 5.754 | 0.0330
69088.tiff | 24.250 | 21.797 | 2.453 | 0.0330
65549.tiff | 20.843 | 20.893 | 0.051 | 0.0330
68340.tiff | 38.245 | 40.896 | 2.651 | 0.0330
75671.tiff | 5.117 | 9.693 | 4.576 | 0.0330
70862.tiff | 14.011 | 14.154 | 0.143 | 0.0330
70830.tiff | 11.348 | 11.562 | 0.214 | 0.0330
71086.tiff | 32.692 | 32.804 | 0.112 | 0.0330
67533.tiff | 9.979 | 11.254 | 1.276 | 0.0330
67315.tiff | 6.672 | 6.163 | 0.509 | 0.0330
73360.tiff | 25.280 | 24.563 | 0.718 | 0.0330
72901.tiff | 25.830 | 25.788 | 0.042 | 0.0330
75359.tiff | 29.471 | 33.566 | 4.095 | 0.0330
71757.tiff | 10.441 | 14.304 | 3.863 | 0.0330
65067.tiff | 2.668 | 5.404 | 2.736 | 0.0330
69713.tiff | 16.410 | 16.255 | 0.155 | 0.0330
68261.tiff | 44.291 | 48.674 | 4.383 | 0.0330
70034.tiff | 41.001 | 41.352 | 0.351 | 0.0330
67573.tiff | 13.047 | 13.999 | 0.953 | 0.0330
72290.tiff | 24.914 | 26.976 | 2.062 | 0.0330
73082.tiff | 40.848 | 41.621 | 0.773 | 0.0330
65623.tiff | 26.432 | 26.106 | 0.327 | 0.0330
66682.tiff | 20.431 | 19.062 | 1.369 | 0.0330
65788.tiff | 38.873 | 40.367 | 1.495 | 0.0330
68333.tiff | 38.820 | 41.028 | 2.209 | 0.0330
75682.tiff | 4.237 | 8.773 | 4.536 | 0.0330
72603.tiff | 1.124 | 3.520 | 2.397 | 0.0330
68281.tiff | 42.646 | 47.091 | 4.446 | 0.0330
76110.tiff | 28.894 | 22.773 | 6.122 | 0.0330
72740.tiff | 12.514 | 12.801 | 0.287 | 0.0330
72013.tiff | 30.498 | 34.064 | 3.565 | 0.0330
74782.tiff | 20.892 | 25.382 | 4.490 | 0.0330
75880.tiff | 11.089 | 6.036 | 5.054 | 0.0330
65479.tiff | 15.475 | 15.852 | 0.377 | 0.0330
70468.tiff | 20.271 | 22.409 | 2.139 | 0.0330
72297.tiff | 24.381 | 26.595 | 2.213 | 0.0330
67648.tiff | 17.834 | 22.154 | 4.320 | 0.0330
74280.tiff | 21.410 | 17.666 | 3.744 | 0.0330
74509.tiff | 1.670 | 3.906 | 2.236 | 0.0330
71572.tiff | 2.225 | 5.435 | 3.210 | 0.0330
66034.tiff | 57.613 | 58.371 | 0.758 | 0.0330
71005.tiff | 25.984 | 25.201 | 0.783 | 0.0330
67599.tiff | 14.529 | 15.151 | 0.622 | 0.0330
72202.tiff | 32.231 | 35.315 | 3.084 | 0.0330
72164.tiff | 35.361 | 38.757 | 3.396 | 0.0330
70823.tiff | 10.692 | 10.787 | 0.095 | 0.0330
65345.tiff | 6.231 | 7.516 | 1.285 | 0.0330
70211.tiff | 41.760 | 41.565 | 0.194 | 0.0330
66872.tiff | 1.462 | 5.377 | 3.915 | 0.0330
73720.tiff | 2.941 | 3.373 | 0.431 | 0.0330
71400.tiff | 15.523 | 17.166 | 1.644 | 0.0330
68987.tiff | 15.933 | 14.465 | 1.468 | 0.0330
75861.tiff | 9.583 | 5.169 | 4.414 | 0.0330
67889.tiff | 36.624 | 43.071 | 6.447 | 0.0330
69624.tiff | 9.599 | 9.983 | 0.384 | 0.0330
69819.tiff | 24.469 | 24.391 | 0.077 | 0.0330
65221.tiff | 3.565 | 3.173 | 0.392 | 0.0330
75392.tiff | 26.871 | 30.161 | 3.289 | 0.0330
71170.tiff | 33.135 | 33.722 | 0.586 | 0.0330
74417.tiff | 9.313 | 5.759 | 3.554 | 0.0330
72809.tiff | 18.215 | 18.057 | 0.158 | 0.0330
70225.tiff | 39.992 | 39.658 | 0.334 | 0.0330
74031.tiff | 26.775 | 24.064 | 2.711 | 0.0330
69017.tiff | 18.427 | 16.612 | 1.815 | 0.0330
70267.tiff | 36.508 | 40.352 | 3.843 | 0.0330
69249.tiff | 18.513 | 17.463 | 1.050 | 0.0330
76102.tiff | 28.231 | 21.765 | 6.466 | 0.0330
72625.tiff | 2.956 | 4.021 | 1.065 | 0.0330
74482.tiff | 3.891 | 3.236 | 0.655 | 0.0330
70538.tiff | 14.396 | 15.660 | 1.264 | 0.0330
66265.tiff | 54.229 | 54.012 | 0.217 | 0.0330
69242.tiff | 19.016 | 17.770 | 1.246 | 0.0330
73791.tiff | 8.338 | 7.001 | 1.337 | 0.0330
75282.tiff | 35.743 | 40.016 | 4.273 | 0.0330
76299.tiff | 38.540 | 35.987 | 2.553 | 0.0330
71701.tiff | 7.748 | 5.464 | 2.284 | 0.0330
67882.tiff | 36.045 | 42.721 | 6.676 | 0.0330
66678.tiff | 20.783 | 19.459 | 1.324 | 0.0330
71344.tiff | 19.840 | 20.887 | 1.047 | 0.0330
65902.tiff | 47.548 | 49.135 | 1.587 | 0.0330
73650.tiff | 2.499 | 4.474 | 1.975 | 0.0330
67297.tiff | 8.044 | 7.494 | 0.549 | 0.0330
72978.tiff | 32.179 | 33.049 | 0.871 | 0.0330
70373.tiff | 27.713 | 30.590 | 2.877 | 0.0330
65297.tiff | 2.548 | 4.254 | 1.707 | 0.0330
74935.tiff | 33.625 | 40.973 | 7.347 | 0.0330
69154.tiff | 25.759 | 23.240 | 2.519 | 0.0330
70610.tiff | 8.451 | 9.897 | 1.446 | 0.0330
65028.tiff | 0.601 | 3.027 | 2.425 | 0.0330
70639.tiff | 6.021 | 7.473 | 1.452 | 0.0330
73377.tiff | 23.888 | 23.218 | 0.671 | 0.0330
68830.tiff | 2.623 | 5.480 | 2.857 | 0.0330
75005.tiff | 39.423 | 44.072 | 4.649 | 0.0330
68249.tiff | 45.343 | 49.813 | 4.470 | 0.0330
73962.tiff | 21.460 | 19.010 | 2.450 | 0.0330
71631.tiff | 2.290 | 3.496 | 1.205 | 0.0330
67581.tiff | 13.705 | 14.303 | 0.599 | 0.0330
74778.tiff | 20.554 | 25.137 | 4.583 | 0.0330
74712.tiff | 15.197 | 20.066 | 4.870 | 0.0330
72212.tiff | 31.400 | 34.364 | 2.964 | 0.0330
66371.tiff | 46.223 | 48.864 | 2.641 | 0.0330
76140.tiff | 30.303 | 37.116 | 6.813 | 0.0330
73575.tiff | 8.375 | 9.670 | 1.296 | 0.0330
71628.tiff | 2.114 | 3.370 | 1.256 | 0.0330
75614.tiff | 9.404 | 13.731 | 4.327 | 0.0330
65682.tiff | 30.915 | 30.626 | 0.290 | 0.0330
75529.tiff | 16.017 | 19.840 | 3.823 | 0.0330
69776.tiff | 21.203 | 21.148 | 0.055 | 0.0330
68160.tiff | 52.805 | 57.805 | 5.000 | 0.0330
67988.tiff | 44.198 | 49.333 | 5.135 | 0.0330
69909.tiff | 31.386 | 32.323 | 0.937 | 0.0330
66883.tiff | 0.570 | 4.619 | 4.049 | 0.0330
70688.tiff | 1.912 | 4.324 | 2.412 | 0.0330
72472.tiff | 9.720 | 11.221 | 1.502 | 0.0330
66941.tiff | 4.340 | 3.578 | 0.762 | 0.0330
68297.tiff | 41.350 | 46.169 | 4.818 | 0.0330
68535.tiff | 21.901 | 21.555 | 0.346 | 0.0330
68730.tiff | 5.702 | 5.479 | 0.223 | 0.0330
72949.tiff | 29.788 | 30.149 | 0.361 | 0.0330
66182.tiff | 61.300 | 61.913 | 0.612 | 0.0330
66376.tiff | 45.759 | 48.272 | 2.513 | 0.0330
70015.tiff | 39.552 | 39.860 | 0.308 | 0.0330
74309.tiff | 18.964 | 15.109 | 3.855 | 0.0330
70836.tiff | 11.799 | 11.819 | 0.020 | 0.0330
65627.tiff | 26.770 | 26.160 | 0.610 | 0.0330
69759.tiff | 19.896 | 19.769 | 0.127 | 0.0330
67113.tiff | 18.877 | 16.206 | 2.671 | 0.0330
72435.tiff | 12.877 | 14.462 | 1.585 | 0.0330
72566.tiff | 1.975 | 3.863 | 1.889 | 0.0330
66768.tiff | 13.187 | 12.256 | 0.931 | 0.0330
72935.tiff | 28.610 | 28.775 | 0.165 | 0.0330
69181.tiff | 23.769 | 21.297 | 2.472 | 0.0330
76210.tiff | 32.000 | 69.141 | 37.141 | 0.0330
70332.tiff | 31.123 | 34.891 | 3.769 | 0.0330
66463.tiff | 38.790 | 40.941 | 2.151 | 0.0330
67888.tiff | 36.538 | 42.941 | 6.403 | 0.0330
70640.tiff | 5.882 | 7.125 | 1.243 | 0.0330
65685.tiff | 31.120 | 31.098 | 0.022 | 0.0330
69540.tiff | 3.139 | 4.880 | 1.741 | 0.0330
69515.tiff | 1.771 | 4.261 | 2.490 | 0.0330
73700.tiff | 1.352 | 3.279 | 1.927 | 0.0330
74955.tiff | 35.273 | 41.824 | 6.551 | 0.0330
66367.tiff | 46.552 | 48.934 | 2.382 | 0.0330
68917.tiff | 9.850 | 12.652 | 2.802 | 0.0330
76083.tiff | 26.799 | 20.435 | 6.364 | 0.0330
67640.tiff | 17.199 | 21.850 | 4.651 | 0.0330
75703.tiff | 2.629 | 7.047 | 4.417 | 0.0330
75218.tiff | 40.657 | 42.949 | 2.292 | 0.0330
72455.tiff | 11.253 | 12.714 | 1.461 | 0.0330
67301.tiff | 7.703 | 7.138 | 0.566 | 0.0330
69788.tiff | 22.087 | 21.934 | 0.153 | 0.0330
67939.tiff | 40.426 | 46.261 | 5.834 | 0.0330
72287.tiff | 25.170 | 27.297 | 2.127 | 0.0330
74793.tiff | 21.791 | 26.481 | 4.690 | 0.0330
71428.tiff | 13.358 | 15.350 | 1.992 | 0.0330
66980.tiff | 7.637 | 5.904 | 1.733 | 0.0330
68804.tiff | 0.467 | 4.014 | 3.548 | 0.0330
69535.tiff | 3.066 | 4.869 | 1.802 | 0.0330
70803.tiff | 9.002 | 8.810 | 0.192 | 0.0330
75696.tiff | 3.132 | 7.487 | 4.355 | 0.0330
70850.tiff | 12.976 | 13.226 | 0.250 | 0.0330
74163.tiff | 31.131 | 27.723 | 3.408 | 0.0330
73491.tiff | 15.184 | 15.767 | 0.584 | 0.0330
69801.tiff | 23.127 | 22.896 | 0.231 | 0.0330
67281.tiff | 9.263 | 8.635 | 0.628 | 0.0330
72699.tiff | 9.058 | 9.181 | 0.123 | 0.0330
73465.tiff | 17.173 | 17.793 | 0.620 | 0.0330
69470.tiff | 1.668 | 3.926 | 2.258 | 0.0330
70134.tiff | 48.205 | 48.342 | 0.138 | 0.0330
65999.tiff | 54.968 | 55.673 | 0.705 | 0.0330
69131.tiff | 27.544 | 24.527 | 3.017 | 0.0330
72749.tiff | 13.211 | 13.501 | 0.290 | 0.0330
76087.tiff | 27.086 | 20.450 | 6.636 | 0.0330
66785.tiff | 11.744 | 10.929 | 0.815 | 0.0330
68183.tiff | 50.891 | 55.979 | 5.089 | 0.0330
74802.tiff | 22.567 | 27.607 | 5.040 | 0.0330
65495.tiff | 16.746 | 17.078 | 0.332 | 0.0330
74428.tiff | 8.371 | 4.865 | 3.506 | 0.0330
73787.tiff | 8.056 | 6.673 | 1.382 | 0.0330
70329.tiff | 31.379 | 35.255 | 3.876 | 0.0330
67861.tiff | 34.463 | 40.619 | 6.156 | 0.0330
72720.tiff | 10.789 | 11.083 | 0.293 | 0.0330
69042.tiff | 20.462 | 18.421 | 2.041 | 0.0330
73683.tiff | 0.034 | 3.379 | 3.345 | 0.0330
67898.tiff | 37.291 | 43.699 | 6.408 | 0.0330
65367.tiff | 7.843 | 8.957 | 1.113 | 0.0330
65850.tiff | 43.583 | 45.923 | 2.340 | 0.0330
71652.tiff | 3.974 | 3.525 | 0.449 | 0.0330
74708.tiff | 14.858 | 19.658 | 4.800 | 0.0330
71866.tiff | 18.890 | 22.920 | 4.031 | 0.0330
70504.tiff | 17.192 | 18.653 | 1.461 | 0.0330
67654.tiff | 18.318 | 22.750 | 4.433 | 0.0330
68504.tiff | 24.476 | 23.969 | 0.507 | 0.0330
66542.tiff | 32.299 | 32.526 | 0.227 | 0.0330
70333.tiff | 31.058 | 34.900 | 3.842 | 0.0330
75032.tiff | 41.287 | 45.005 | 3.719 | 0.0330
65323.tiff | 4.511 | 5.832 | 1.320 | 0.0330
67032.tiff | 12.049 | 10.241 | 1.808 | 0.0330
72657.tiff | 5.590 | 5.700 | 0.110 | 0.0330
65814.tiff | 40.870 | 43.070 | 2.200 | 0.0330
67529.tiff | 9.731 | 11.099 | 1.369 | 0.0330
75608.tiff | 9.933 | 14.117 | 4.184 | 0.0330
75603.tiff | 10.271 | 14.228 | 3.957 | 0.0330
75400.tiff | 26.222 | 29.284 | 3.062 | 0.0330
70275.tiff | 35.862 | 39.414 | 3.553 | 0.0330
66080.tiff | 61.151 | 61.897 | 0.746 | 0.0330
67227.tiff | 13.417 | 12.463 | 0.954 | 0.0330
75332.tiff | 31.498 | 35.700 | 4.202 | 0.0330
72151.tiff | 36.450 | 39.944 | 3.494 | 0.0330
67706.tiff | 22.585 | 27.079 | 4.494 | 0.0330
73467.tiff | 17.046 | 17.707 | 0.662 | 0.0330
73508.tiff | 13.878 | 14.910 | 1.032 | 0.0330
66165.tiff | 62.728 | 63.528 | 0.800 | 0.0330
68262.tiff | 44.240 | 48.638 | 4.397 | 0.0330
74470.tiff | 4.897 | 3.341 | 1.556 | 0.0330
66451.tiff | 39.889 | 42.300 | 2.411 | 0.0330
69230.tiff | 19.931 | 18.443 | 1.489 | 0.0330
68863.tiff | 5.341 | 7.727 | 2.386 | 0.0330
72799.tiff | 17.411 | 17.347 | 0.063 | 0.0330
74142.tiff | 32.800 | 30.166 | 2.634 | 0.0330
68918.tiff | 9.953 | 12.734 | 2.781 | 0.0330
73599.tiff | 6.513 | 7.562 | 1.050 | 0.0330
74225.tiff | 26.006 | 22.475 | 3.531 | 0.0330
75497.tiff | 18.521 | 22.061 | 3.540 | 0.0330
73335.tiff | 29.362 | 31.745 | 2.383 | 0.0330
70757.tiff | 3.774 | 4.614 | 0.840 | 0.0330
69057.tiff | 21.702 | 19.515 | 2.188 | 0.0330
75971.tiff | 18.092 | 12.096 | 5.996 | 0.0330
68000.tiff | 45.044 | 50.188 | 5.143 | 0.0330
75205.tiff | 41.700 | 43.528 | 1.828 | 0.0330
66232.tiff | 57.018 | 57.170 | 0.152 | 0.0330
66515.tiff | 34.519 | 35.146 | 0.627 | 0.0330
67314.tiff | 6.717 | 6.051 | 0.665 | 0.0330
66452.tiff | 39.797 | 41.823 | 2.025 | 0.0330
70693.tiff | 1.489 | 4.084 | 2.594 | 0.0330
74308.tiff | 19.102 | 15.307 | 3.796 | 0.0330
74644.tiff | 9.576 | 14.389 | 4.813 | 0.0330
69322.tiff | 12.903 | 12.577 | 0.326 | 0.0330
72172.tiff | 34.687 | 38.150 | 3.463 | 0.0330
65839.tiff | 42.782 | 45.153 | 2.371 | 0.0330
76206.tiff | 32.002 | 69.145 | 37.143 | 0.0330
75908.tiff | 13.195 | 7.767 | 5.428 | 0.0330
74886.tiff | 29.521 | 37.001 | 7.479 | 0.0330
74817.tiff | 23.814 | 28.748 | 4.933 | 0.0330
68568.tiff | 19.171 | 18.501 | 0.670 | 0.0330
75479.tiff | 19.912 | 23.246 | 3.334 | 0.0330
68088.tiff | 51.820 | 57.231 | 5.410 | 0.0330
71907.tiff | 22.378 | 26.014 | 3.636 | 0.0330
74777.tiff | 20.481 | 25.087 | 4.606 | 0.0330
72466.tiff | 10.228 | 11.923 | 1.695 | 0.0330
69693.tiff | 14.859 | 14.576 | 0.283 | 0.0330
66715.tiff | 17.644 | 16.743 | 0.900 | 0.0330
69271.tiff | 16.796 | 15.938 | 0.858 | 0.0330
65340.tiff | 5.823 | 7.258 | 1.435 | 0.0330
74963.tiff | 35.916 | 42.432 | 6.516 | 0.0330
72601.tiff | 0.951 | 3.371 | 2.419 | 0.0330
71561.tiff | 3.076 | 6.076 | 3.000 | 0.0330
74262.tiff | 22.940 | 19.358 | 3.582 | 0.0330
76045.tiff | 23.837 | 17.123 | 6.714 | 0.0330
65589.tiff | 23.818 | 23.619 | 0.198 | 0.0330
68366.tiff | 36.200 | 38.892 | 2.692 | 0.0330
67671.tiff | 19.670 | 24.135 | 4.465 | 0.0330
68590.tiff | 17.305 | 16.466 | 0.839 | 0.0330
65035.tiff | 0.004 | 3.453 | 3.449 | 0.0330
65029.tiff | 0.544 | 3.160 | 2.615 | 0.0330
67396.tiff | 0.485 | 3.730 | 3.245 | 0.0330
70728.tiff | 1.465 | 3.659 | 2.195 | 0.0330
72174.tiff | 34.547 | 37.957 | 3.411 | 0.0330
67171.tiff | 17.667 | 15.659 | 2.008 | 0.0330
73935.tiff | 19.374 | 16.918 | 2.456 | 0.0330
74032.tiff | 26.935 | 23.965 | 2.970 | 0.0330
65890.tiff | 46.610 | 48.541 | 1.931 | 0.0330
68879.tiff | 6.774 | 9.212 | 2.438 | 0.0330
68323.tiff | 39.700 | 42.428 | 2.727 | 0.0330
75629.tiff | 8.263 | 12.246 | 3.983 | 0.0330
68515.tiff | 23.607 | 23.258 | 0.349 | 0.0330
74673.tiff | 11.954 | 16.651 | 4.697 | 0.0330
75669.tiff | 5.226 | 9.488 | 4.262 | 0.0330
71880.tiff | 19.959 | 23.712 | 3.753 | 0.0330
68734.tiff | 5.430 | 5.292 | 0.138 | 0.0330
75215.tiff | 40.956 | 43.184 | 2.227 | 0.0330
75708.tiff | 2.231 | 6.812 | 4.581 | 0.0330
74618.tiff | 7.448 | 12.280 | 4.832 | 0.0330
69529.tiff | 2.881 | 4.714 | 1.833 | 0.0330
66655.tiff | 22.759 | 21.444 | 1.314 | 0.0330
71609.tiff | 0.707 | 3.706 | 2.999 | 0.0330
71448.tiff | 11.773 | 13.878 | 2.105 | 0.0330
65224.tiff | 3.028 | 2.923 | 0.106 | 0.0330
74754.tiff | 18.644 | 23.331 | 4.687 | 0.0330
70677.tiff | 2.824 | 4.786 | 1.962 | 0.0330
69240.tiff | 19.224 | 17.838 | 1.386 | 0.0330
66591.tiff | 28.134 | 27.029 | 1.106 | 0.0330
72648.tiff | 4.864 | 5.242 | 0.378 | 0.0330
68257.tiff | 44.650 | 49.033 | 4.383 | 0.0330
73115.tiff | 43.584 | 43.973 | 0.389 | 0.0330
71113.tiff | 35.043 | 36.491 | 1.448 | 0.0330
67182.tiff | 16.826 | 14.984 | 1.842 | 0.0330
75115.tiff | 47.190 | 45.587 | 1.602 | 0.0330
73456.tiff | 17.893 | 18.227 | 0.334 | 0.0330
74918.tiff | 32.182 | 39.443 | 7.261 | 0.0330
76165.tiff | 32.006 | 69.081 | 37.075 | 0.0330
73977.tiff | 22.648 | 20.033 | 2.615 | 0.0330
74602.tiff | 6.110 | 10.938 | 4.828 | 0.0330
69818.tiff | 24.357 | 23.973 | 0.384 | 0.0330
74133.tiff | 33.557 | 31.145 | 2.412 | 0.0330
73243.tiff | 36.866 | 38.583 | 1.718 | 0.0330
66210.tiff | 58.881 | 59.404 | 0.523 | 0.0330
65422.tiff | 11.556 | 12.389 | 0.832 | 0.0330
74891.tiff | 29.955 | 37.336 | 7.381 | 0.0330
66707.tiff | 18.356 | 17.297 | 1.059 | 0.0330
66159.tiff | 63.210 | 63.911 | 0.701 | 0.0330
67307.tiff | 7.282 | 6.595 | 0.687 | 0.0330
65274.tiff | 0.780 | 3.116 | 2.336 | 0.0330
65172.tiff | 7.249 | 5.847 | 1.402 | 0.0330
68957.tiff | 13.560 | 16.255 | 2.695 | 0.0330
69866.tiff | 28.082 | 28.183 | 0.101 | 0.0330
71228.tiff | 28.705 | 28.841 | 0.136 | 0.0330
68189.tiff | 50.357 | 55.331 | 4.974 | 0.0330
66726.tiff | 16.705 | 15.678 | 1.028 | 0.0330
70501.tiff | 17.492 | 19.152 | 1.659 | 0.0330
72251.tiff | 28.194 | 30.892 | 2.698 | 0.0330
66565.tiff | 30.287 | 29.582 | 0.705 | 0.0330
66783.tiff | 11.952 | 11.080 | 0.872 | 0.0330
65844.tiff | 43.117 | 45.198 | 2.081 | 0.0330
75575.tiff | 12.460 | 16.414 | 3.954 | 0.0330
70717.tiff | 0.516 | 3.599 | 3.083 | 0.0330
65905.tiff | 47.771 | 49.514 | 1.743 | 0.0330
75864.tiff | 9.775 | 5.131 | 4.644 | 0.0330
75938.tiff | 15.544 | 9.692 | 5.851 | 0.0330
71559.tiff | 3.251 | 6.107 | 2.857 | 0.0330
66548.tiff | 31.724 | 31.397 | 0.327 | 0.0330
67081.tiff | 16.159 | 14.220 | 1.939 | 0.0330
72579.tiff | 0.930 | 3.476 | 2.546 | 0.0330
68986.tiff | 15.914 | 14.278 | 1.636 | 0.0330
73160.tiff | 43.375 | 43.800 | 0.425 | 0.0330
71721.tiff | 9.452 | 6.812 | 2.640 | 0.0330
72911.tiff | 26.656 | 26.638 | 0.019 | 0.0330
73297.tiff | 32.640 | 34.895 | 2.255 | 0.0330
74571.tiff | 3.483 | 8.041 | 4.558 | 0.0330
72543.tiff | 3.884 | 4.964 | 1.080 | 0.0330
68821.tiff | 1.861 | 4.787 | 2.927 | 0.0330
72970.tiff | 31.529 | 32.360 | 0.831 | 0.0330
67647.tiff | 17.786 | 22.197 | 4.411 | 0.0330
70704.tiff | 0.542 | 3.880 | 3.339 | 0.0330
73673.tiff | 0.772 | 3.815 | 3.043 | 0.0330
74372.tiff | 13.020 | 9.231 | 3.789 | 0.0330
65257.tiff | 0.565 | 2.691 | 2.127 | 0.0330
75541.tiff | 15.100 | 19.042 | 3.942 | 0.0330
69351.tiff | 10.719 | 10.546 | 0.173 | 0.0330
72763.tiff | 14.400 | 14.595 | 0.195 | 0.0330
67156.tiff | 18.806 | 16.421 | 2.385 | 0.0330
73263.tiff | 35.311 | 37.506 | 2.195 | 0.0330
75294.tiff | 34.823 | 39.132 | 4.309 | 0.0330
68716.tiff | 6.854 | 6.484 | 0.370 | 0.0330
69058.tiff | 21.784 | 19.603 | 2.181 | 0.0330
73277.tiff | 34.203 | 36.357 | 2.154 | 0.0330
74383.tiff | 12.116 | 8.359 | 3.757 | 0.0330
74894.tiff | 30.182 | 37.639 | 7.457 | 0.0330
73611.tiff | 5.558 | 6.863 | 1.305 | 0.0330
68103.tiff | 52.945 | 58.157 | 5.212 | 0.0330
65559.tiff | 21.614 | 21.425 | 0.188 | 0.0330
72413.tiff | 14.651 | 16.105 | 1.454 | 0.0330
70599.tiff | 9.267 | 10.641 | 1.374 | 0.0330
66437.tiff | 41.016 | 43.624 | 2.608 | 0.0330
65508.tiff | 17.726 | 17.706 | 0.019 | 0.0330
70276.tiff | 35.788 | 39.619 | 3.831 | 0.0330
69473.tiff | 1.348 | 3.789 | 2.441 | 0.0330
66870.tiff | 1.567 | 5.307 | 3.741 | 0.0330
70712.tiff | 0.136 | 3.608 | 3.472 | 0.0330
65756.tiff | 36.497 | 38.036 | 1.539 | 0.0330
71953.tiff | 25.901 | 29.427 | 3.526 | 0.0330
69051.tiff | 21.232 | 19.021 | 2.210 | 0.0330
71741.tiff | 9.221 | 13.194 | 3.973 | 0.0330
68837.tiff | 3.267 | 5.781 | 2.514 | 0.0330
69387.tiff | 7.986 | 7.817 | 0.169 | 0.0330
75170.tiff | 44.560 | 44.804 | 0.245 | 0.0330
67119.tiff | 19.349 | 16.963 | 2.386 | 0.0330
72857.tiff | 22.140 | 21.952 | 0.188 | 0.0330
65730.tiff | 34.469 | 35.287 | 0.818 | 0.0330
65502.tiff | 17.219 | 17.309 | 0.091 | 0.0330
74121.tiff | 33.745 | 31.159 | 2.586 | 0.0330
73002.tiff | 34.228 | 35.081 | 0.853 | 0.0330
72368.tiff | 18.429 | 20.222 | 1.793 | 0.0330
66540.tiff | 32.415 | 32.208 | 0.207 | 0.0330
74289.tiff | 20.660 | 16.917 | 3.742 | 0.0330
66212.tiff | 58.738 | 59.262 | 0.524 | 0.0330
75314.tiff | 33.270 | 37.737 | 4.468 | 0.0330
65673.tiff | 30.189 | 29.739 | 0.451 | 0.0330
